Year,State,District,ST Name,Religion,Persons,Male,Female,Persons (Rural),Male (Rural),Female (Rural),Persons (Urban),Male (Urban),Female (Urban)
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Hindu,"248,831","126,109","122,722","189,206","95,732","93,474","59,625","30,377","29,248"
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Muslim,"7,472","3,904","3,568","4,518","2,327","2,191","2,954","1,577","1,377"
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Christian,"3,063","1,507","1,556","1,158",569,589,"1,905",938,967
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Sikh,67,40,27,22,14,8,45,26,19
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Buddhist,"2,757","1,383","1,374",85,52,33,"2,672","1,331","1,341"
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Jain,45,24,21,10,4,6,35,20,15
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Other religions and persuasions,"1,833",935,898,"1,619",826,793,214,109,105
2011,WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Religion not stated,529,277,252,302,152,150,227,125,102
2011,WEST BENGAL,North Twenty Four Parganas,Asur,All religions,11,6,5,1,1,0,10,5,5
2011,WEST BENGAL,North Twenty Four Parganas,Asur,Hindu,11,6,5,1,1,0,10,5,5
2011,WEST BENGAL,North Twenty Four Parganas,Baiga,All religions,80,42,38,34,17,17,46,25,21
2011,WEST BENGAL,North Twenty Four Parganas,Baiga,Hindu,80,42,38,34,17,17,46,25,21
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",All religions,"28,904","14,558","14,346","28,669","14,434","14,235",235,124,111
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Hindu,"28,442","14,325","14,117","28,212","14,204","14,008",230,121,109
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Muslim,393,198,195,392,197,195,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Christian,14,5,9,11,4,7,3,1,2
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Sikh,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Buddhist,2,2,0,1,1,0,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Jain,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Other religions and persuasions,2,2,0,2,2,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Bedia,  Bediya",Religion not stated,48,25,23,48,25,23,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,All religions,"38,750","19,690","19,060","36,874","18,737","18,137","1,876",953,923
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Hindu,"38,525","19,571","18,954","36,656","18,622","18,034","1,869",949,920
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Muslim,114,64,50,113,63,50,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Christian,4,3,1,4,3,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Sikh,3,2,1,2,1,1,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Buddhist,3,2,1,2,2,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Jain,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Other religions and persuasions,75,34,41,75,34,41,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Bhumij,Religion not stated,24,13,11,20,11,9,4,2,2
2011,WEST BENGAL,North Twenty Four Parganas,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",All religions,261,129,132,164,87,77,97,42,55
2011,WEST BENGAL,North Twenty Four Parganas,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Hindu,217,103,114,133,67,66,84,36,48
2011,WEST BENGAL,North Twenty Four Parganas,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Muslim,12,5,7,7,3,4,5,2,3
2011,WEST BENGAL,North Twenty Four Parganas,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Christian,24,17,7,24,17,7,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Buddhist,8,4,4,0,0,0,8,4,4
2011,WEST BENGAL,North Twenty Four Parganas,Birhor,All religions,61,37,24,38,21,17,23,16,7
2011,WEST BENGAL,North Twenty Four Parganas,Birhor,Hindu,51,32,19,31,18,13,20,14,6
2011,WEST BENGAL,North Twenty Four Parganas,Birhor,Muslim,7,2,5,6,2,4,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Birhor,Christian,2,2,0,0,0,0,2,2,0
2011,WEST BENGAL,North Twenty Four Parganas,Birhor,Other religions and persuasions,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Chakma,All religions,142,77,65,40,24,16,102,53,49
2011,WEST BENGAL,North Twenty Four Parganas,Chakma,Hindu,57,33,24,3,3,0,54,30,24
2011,WEST BENGAL,North Twenty Four Parganas,Chakma,Muslim,6,0,6,0,0,0,6,0,6
2011,WEST BENGAL,North Twenty Four Parganas,Chakma,Christian,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Chakma,Buddhist,78,44,34,36,21,15,42,23,19
2011,WEST BENGAL,North Twenty Four Parganas,Chero,All religions,"2,238","1,070","1,168","1,749",861,888,489,209,280
2011,WEST BENGAL,North Twenty Four Parganas,Chero,Hindu,"2,089",998,"1,091","1,645",806,839,444,192,252
2011,WEST BENGAL,North Twenty Four Parganas,Chero,Muslim,97,46,51,68,38,30,29,8,21
2011,WEST BENGAL,North Twenty Four Parganas,Chero,Christian,31,13,18,22,9,13,9,4,5
2011,WEST BENGAL,North Twenty Four Parganas,Chero,Buddhist,1,1,0,0,0,0,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Chero,Religion not stated,20,12,8,14,8,6,6,4,2
2011,WEST BENGAL,North Twenty Four Parganas,Chik Baraik,All religions,241,134,107,156,88,68,85,46,39
2011,WEST BENGAL,North Twenty Four Parganas,Chik Baraik,Hindu,235,131,104,153,87,66,82,44,38
2011,WEST BENGAL,North Twenty Four Parganas,Chik Baraik,Muslim,4,2,2,3,1,2,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Chik Baraik,Christian,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Garo,All religions,19,9,10,5,5,0,14,4,10
2011,WEST BENGAL,North Twenty Four Parganas,Garo,Hindu,13,4,9,1,1,0,12,3,9
2011,WEST BENGAL,North Twenty Four Parganas,Garo,Christian,6,5,1,4,4,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Gond,All religions,"5,065","2,591","2,474","3,372","1,714","1,658","1,693",877,816
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Hindu,"4,923","2,521","2,402","3,241","1,650","1,591","1,682",871,811
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Muslim,77,40,37,75,38,37,2,2,0
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Christian,13,10,3,8,7,1,5,3,2
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Sikh,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Buddhist,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Jain,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Other religions and persuasions,9,5,4,9,5,4,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Gond,Religion not stated,39,14,25,38,14,24,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Gorait,All religions,18,6,12,0,0,0,18,6,12
2011,WEST BENGAL,North Twenty Four Parganas,Gorait,Hindu,18,6,12,0,0,0,18,6,12
2011,WEST BENGAL,North Twenty Four Parganas,Hajang,All religions,93,50,43,43,26,17,50,24,26
2011,WEST BENGAL,North Twenty Four Parganas,Hajang,Hindu,93,50,43,43,26,17,50,24,26
2011,WEST BENGAL,North Twenty Four Parganas,Ho,All religions,121,67,54,15,6,9,106,61,45
2011,WEST BENGAL,North Twenty Four Parganas,Ho,Hindu,118,66,52,14,6,8,104,60,44
2011,WEST BENGAL,North Twenty Four Parganas,Ho,Muslim,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Ho,Christian,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Ho,Sikh,1,1,0,0,0,0,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Karmali,All religions,49,24,25,6,1,5,43,23,20
2011,WEST BENGAL,North Twenty Four Parganas,Karmali,Hindu,49,24,25,6,1,5,43,23,20
2011,WEST BENGAL,North Twenty Four Parganas,Kharwar,All religions,192,105,87,16,12,4,176,93,83
2011,WEST BENGAL,North Twenty Four Parganas,Kharwar,Hindu,190,103,87,15,11,4,175,92,83
2011,WEST BENGAL,North Twenty Four Parganas,Kharwar,Muslim,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Kharwar,Christian,1,1,0,0,0,0,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Khond,All religions,19,10,9,5,4,1,14,6,8
2011,WEST BENGAL,North Twenty Four Parganas,Khond,Hindu,19,10,9,5,4,1,14,6,8
2011,WEST BENGAL,North Twenty Four Parganas,Kisan,All religions,61,35,26,9,7,2,52,28,24
2011,WEST BENGAL,North Twenty Four Parganas,Kisan,Hindu,55,31,24,9,7,2,46,24,22
2011,WEST BENGAL,North Twenty Four Parganas,Kisan,Muslim,5,4,1,0,0,0,5,4,1
2011,WEST BENGAL,North Twenty Four Parganas,Kisan,Christian,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Kora,All religions,945,457,488,906,443,463,39,14,25
2011,WEST BENGAL,North Twenty Four Parganas,Kora,Hindu,944,456,488,905,442,463,39,14,25
2011,WEST BENGAL,North Twenty Four Parganas,Kora,Christian,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Korwa,All religions,469,243,226,247,127,120,222,116,106
2011,WEST BENGAL,North Twenty Four Parganas,Korwa,Hindu,447,228,219,231,114,117,216,114,102
2011,WEST BENGAL,North Twenty Four Parganas,Korwa,Muslim,18,13,5,13,11,2,5,2,3
2011,WEST BENGAL,North Twenty Four Parganas,Korwa,Christian,3,1,2,2,1,1,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Korwa,Buddhist,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Lepcha,All religions,25,12,13,10,4,6,15,8,7
2011,WEST BENGAL,North Twenty Four Parganas,Lepcha,Hindu,16,8,8,7,3,4,9,5,4
2011,WEST BENGAL,North Twenty Four Parganas,Lepcha,Muslim,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Lepcha,Christian,3,1,2,2,1,1,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Lepcha,Buddhist,5,3,2,0,0,0,5,3,2
2011,WEST BENGAL,North Twenty Four Parganas,"Lodha,  Kheria,  Kharia",All religions,"1,229",600,629,"1,141",560,581,88,40,48
2011,WEST BENGAL,North Twenty Four Parganas,"Lodha,  Kheria,  Kharia",Hindu,"1,195",585,610,"1,134",557,577,61,28,33
2011,WEST BENGAL,North Twenty Four Parganas,"Lodha,  Kheria,  Kharia",Christian,32,14,18,5,2,3,27,12,15
2011,WEST BENGAL,North Twenty Four Parganas,"Lodha,  Kheria,  Kharia",Religion not stated,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",All religions,"3,359","1,684","1,675","2,962","1,473","1,489",397,211,186
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",Hindu,"3,327","1,669","1,658","2,936","1,461","1,475",391,208,183
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",Muslim,17,8,9,15,7,8,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",Christian,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",Sikh,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",Other religions and persuasions,10,4,6,10,4,6,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,"Lohara,  Lohra",Religion not stated,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Magh,All religions,"1,837",912,925,102,48,54,"1,735",864,871
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Hindu,277,138,139,94,43,51,183,95,88
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Muslim,4,1,3,0,0,0,4,1,3
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Christian,4,2,2,1,1,0,3,1,2
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Sikh,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Buddhist,"1,536",765,771,7,4,3,"1,529",761,768
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Jain,13,5,8,0,0,0,13,5,8
2011,WEST BENGAL,North Twenty Four Parganas,Magh,Religion not stated,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,All religions,"7,036","3,548","3,488","6,131","3,079","3,052",905,469,436
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,Hindu,"7,000","3,528","3,472","6,107","3,066","3,041",893,462,431
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,Muslim,20,10,10,17,8,9,3,2,1
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,Christian,9,5,4,1,1,0,8,4,4
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,Buddhist,2,2,0,2,2,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,Jain,2,1,1,1,0,1,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Mahali,Religion not stated,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Mahli,All religions,166,92,74,136,79,57,30,13,17
2011,WEST BENGAL,North Twenty Four Parganas,Mahli,Hindu,163,92,71,136,79,57,27,13,14
2011,WEST BENGAL,North Twenty Four Parganas,Mahli,Buddhist,3,0,3,0,0,0,3,0,3
2011,WEST BENGAL,North Twenty Four Parganas,Mal Pahariya,All religions,237,123,114,89,53,36,148,70,78
2011,WEST BENGAL,North Twenty Four Parganas,Mal Pahariya,Hindu,235,122,113,88,52,36,147,70,77
2011,WEST BENGAL,North Twenty Four Parganas,Mal Pahariya,Christian,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Mal Pahariya,Buddhist,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Mech,All religions,64,34,30,12,6,6,52,28,24
2011,WEST BENGAL,North Twenty Four Parganas,Mech,Hindu,53,29,24,9,5,4,44,24,20
2011,WEST BENGAL,North Twenty Four Parganas,Mech,Muslim,3,1,2,3,1,2,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Mech,Christian,8,4,4,0,0,0,8,4,4
2011,WEST BENGAL,North Twenty Four Parganas,Mru,All religions,2,2,0,2,2,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Mru,Hindu,2,2,0,2,2,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Munda,All religions,"61,215","30,888","30,327","52,032","26,278","25,754","9,183","4,610","4,573"
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Hindu,"60,149","30,358","29,791","51,332","25,926","25,406","8,817","4,432","4,385"
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Muslim,369,176,193,249,119,130,120,57,63
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Christian,306,154,152,142,74,68,164,80,84
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Sikh,10,8,2,7,6,1,3,2,1
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Buddhist,20,10,10,1,0,1,19,10,9
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Jain,4,3,1,3,3,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Other religions and persuasions,276,135,141,272,133,139,4,2,2
2011,WEST BENGAL,North Twenty Four Parganas,Munda,Religion not stated,81,44,37,26,17,9,55,27,28
2011,WEST BENGAL,North Twenty Four Parganas,Nagesia,All religions,821,417,404,799,407,392,22,10,12
2011,WEST BENGAL,North Twenty Four Parganas,Nagesia,Hindu,806,408,398,784,398,386,22,10,12
2011,WEST BENGAL,North Twenty Four Parganas,Nagesia,Muslim,9,4,5,9,4,5,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Nagesia,Other religions and persuasions,5,4,1,5,4,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Nagesia,Religion not stated,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,All religions,"41,679","21,362","20,317","33,099","16,987","16,112","8,580","4,375","4,205"
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Hindu,"39,271","20,153","19,118","31,382","16,127","15,255","7,889","4,026","3,863"
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Muslim,135,72,63,106,52,54,29,20,9
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Christian,907,435,472,350,162,188,557,273,284
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Sikh,8,4,4,6,3,3,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Buddhist,6,3,3,4,3,1,2,0,2
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Jain,3,2,1,1,0,1,2,2,0
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Other religions and persuasions,"1,273",659,614,"1,199",620,579,74,39,35
2011,WEST BENGAL,North Twenty Four Parganas,Oraon,Religion not stated,76,34,42,51,20,31,25,14,11
2011,WEST BENGAL,North Twenty Four Parganas,Parhaiya,All religions,62,26,36,60,25,35,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Parhaiya,Hindu,60,24,36,58,23,35,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Parhaiya,Muslim,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Parhaiya,Christian,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Rabha,All religions,433,219,214,292,148,144,141,71,70
2011,WEST BENGAL,North Twenty Four Parganas,Rabha,Hindu,425,213,212,286,143,143,139,70,69
2011,WEST BENGAL,North Twenty Four Parganas,Rabha,Muslim,8,6,2,6,5,1,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Santal,All religions,"9,901","4,968","4,933","4,379","2,215","2,164","5,522","2,753","2,769"
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Hindu,"9,536","4,769","4,767","4,314","2,177","2,137","5,222","2,592","2,630"
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Muslim,29,16,13,14,8,6,15,8,7
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Christian,264,141,123,38,22,16,226,119,107
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Sikh,3,1,2,0,0,0,3,1,2
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Buddhist,2,1,1,0,0,0,2,1,1
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Jain,2,1,1,1,0,1,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Other religions and persuasions,49,27,22,6,3,3,43,24,19
2011,WEST BENGAL,North Twenty Four Parganas,Santal,Religion not stated,16,12,4,6,5,1,10,7,3
2011,WEST BENGAL,North Twenty Four Parganas,Sauria Paharia,All religions,43,25,18,33,19,14,10,6,4
2011,WEST BENGAL,North Twenty Four Parganas,Sauria Paharia,Hindu,34,21,13,24,15,9,10,6,4
2011,WEST BENGAL,North Twenty Four Parganas,Sauria Paharia,Muslim,9,4,5,9,4,5,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Savar,All religions,467,237,230,367,184,183,100,53,47
2011,WEST BENGAL,North Twenty Four Parganas,Savar,Hindu,449,229,220,359,180,179,90,49,41
2011,WEST BENGAL,North Twenty Four Parganas,Savar,Muslim,10,6,4,7,4,3,3,2,1
2011,WEST BENGAL,North Twenty Four Parganas,Savar,Christian,1,1,0,0,0,0,1,1,0
2011,WEST BENGAL,North Twenty Four Parganas,Savar,Buddhist,5,1,4,0,0,0,5,1,4
2011,WEST BENGAL,North Twenty Four Parganas,Savar,Religion not stated,2,0,2,1,0,1,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Limbu (Subba),All religions,7,4,3,1,1,0,6,3,3
2011,WEST BENGAL,North Twenty Four Parganas,Limbu (Subba),Hindu,6,4,2,1,1,0,5,3,2
2011,WEST BENGAL,North Twenty Four Parganas,Limbu (Subba),Other religions and persuasions,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,All religions,"1,023",535,488,309,164,145,714,371,343
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,Hindu,833,436,397,237,125,112,596,311,285
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,Muslim,119,59,60,58,30,28,61,29,32
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,Christian,16,10,6,2,2,0,14,8,6
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,Buddhist,34,17,17,0,0,0,34,17,17
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,Other religions and persuasions,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,North Twenty Four Parganas,Tamang,Religion not stated,19,12,7,10,6,4,9,6,3
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,All religions,"57,252","29,151","28,101","22,615","11,329","11,286","34,637","17,822","16,815"
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Hindu,"48,418","24,581","23,837","18,578","9,262","9,316","29,840","15,319","14,521"
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Muslim,"6,003","3,165","2,838","3,344","1,730","1,614","2,659","1,435","1,224"
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Christian,"1,405",678,727,538,256,282,867,422,445
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Sikh,36,21,15,4,2,2,32,19,13
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Buddhist,"1,049",527,522,30,18,12,"1,019",509,510
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Jain,17,11,6,1,0,1,16,11,5
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Other religions and persuasions,130,63,67,38,19,19,92,44,48
2011,WEST BENGAL,North Twenty Four Parganas,Generic Tribes etc.,Religion not stated,194,105,89,82,42,40,112,63,49
2011,WEST BENGAL,Hugli,All Scheduled Tribes,All religions,"229,243","113,249","115,994","211,620","104,347","107,273","17,623","8,902","8,721"
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Hindu,"177,409","87,689","89,720","161,849","79,814","82,035","15,560","7,875","7,685"
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Muslim,"1,496",771,725,"1,312",671,641,184,100,84
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Christian,"1,585",797,788,959,481,478,626,316,310
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Sikh,40,16,24,34,13,21,6,3,3
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Buddhist,867,421,446,85,47,38,782,374,408
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Jain,17,9,8,12,7,5,5,2,3
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Other religions and persuasions,"47,236","23,277","23,959","46,816","23,062","23,754",420,215,205
2011,WEST BENGAL,Hugli,All Scheduled Tribes,Religion not stated,593,269,324,553,252,301,40,17,23
2011,WEST BENGAL,Hugli,Asur,All religions,14,9,5,1,1,0,13,8,5
2011,WEST BENGAL,Hugli,Asur,Hindu,4,3,1,1,1,0,3,2,1
2011,WEST BENGAL,Hugli,Asur,Muslim,10,6,4,0,0,0,10,6,4
2011,WEST BENGAL,Hugli,Baiga,All religions,39,18,21,8,5,3,31,13,18
2011,WEST BENGAL,Hugli,Baiga,Hindu,39,18,21,8,5,3,31,13,18
2011,WEST BENGAL,Hugli,"Bedia,  Bediya",All religions,"1,105",568,537,733,376,357,372,192,180
2011,WEST BENGAL,Hugli,"Bedia,  Bediya",Hindu,"1,091",560,531,722,370,352,369,190,179
2011,WEST BENGAL,Hugli,"Bedia,  Bediya",Muslim,5,3,2,4,2,2,1,1,0
2011,WEST BENGAL,Hugli,"Bedia,  Bediya",Sikh,1,0,1,1,0,1,0,0,0
2011,WEST BENGAL,Hugli,"Bedia,  Bediya",Other religions and persuasions,1,0,1,0,0,0,1,0,1
2011,WEST BENGAL,Hugli,"Bedia,  Bediya",Religion not stated,7,5,2,6,4,2,1,1,0
2011,WEST BENGAL,Hugli,Bhumij,All religions,"21,303","10,493","10,810","20,261","9,960","10,301","1,042",533,509
2011,WEST BENGAL,Hugli,Bhumij,Hindu,"21,167","10,417","10,750","20,182","9,915","10,267",985,502,483
2011,WEST BENGAL,Hugli,Bhumij,Muslim,114,64,50,59,34,25,55,30,25
2011,WEST BENGAL,Hugli,Bhumij,Christian,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Hugli,Bhumij,Sikh,2,1,1,2,1,1,0,0,0
2011,WEST BENGAL,Hugli,Bhumij,Buddhist,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,Hugli,Bhumij,Jain,3,2,1,3,2,1,0,0,0
2011,WEST BENGAL,Hugli,Bhumij,Other religions and persuasions,4,2,2,4,2,2,0,0,0
2011,WEST BENGAL,Hugli,Bhumij,Religion not stated,9,4,5,7,3,4,2,1,1
2011,WEST BENGAL,Hugli,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",All religions,66,32,34,28,17,11,38,15,23
2011,WEST BENGAL,Hugli,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Hindu,62,30,32,27,16,11,35,14,21
2011,WEST BENGAL,Hugli,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Muslim,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Hugli,"Bhutia,  Sherpa,  Toto,  Dukpa,  Kagatay,   Tibetan,   Yolmo",Buddhist,3,1,2,0,0,0,3,1,2
2011,WEST BENGAL,Hugli,Birhor,All religions,236,112,124,212,100,112,24,12,12
2011,WEST BENGAL,Hugli,Birhor,Hindu,212,97,115,188,85,103,24,12,12
2011,WEST BENGAL,Hugli,Birhor,Muslim,1,1,0,1,1,0,0,0,0
2011,WEST BENGAL,Hugli,Birhor,Other religions and persuasions,23,14,9,23,14,9,0,0,0
2011,WEST BENGAL,Hugli,Birjia,All religions,11,6,5,0,0,0,11,6,5
2011,WEST BENGAL,Hugli,Birjia,Hindu,11,6,5,0,0,0,11,6,5
2011,WEST BENGAL,Hugli,Chakma,All religions,11,5,6,2,1,1,9,4,5
