Year,State,District,ST Name,Religion,Persons,Male,Female,Persons (Rural),Male (Rural),Female (Rural),Persons (Urban),Male (Urban),Female (Urban)
"2,001",WEST BENGAL,Barddhaman,Rabha,Hindu,11,6,5,1,1,0,10,5,5
"2,001",WEST BENGAL,Barddhaman,Santal,All religions,"349,276","175,050","174,226","282,990","141,461","141,529","66,286","33,589","32,697"
"2,001",WEST BENGAL,Barddhaman,Santal,Hindu,"299,775","150,331","149,444","239,703","119,862","119,841","60,072","30,469","29,603"
"2,001",WEST BENGAL,Barddhaman,Santal,Muslim,"1,171",617,554,"1,035",540,495,136,77,59
"2,001",WEST BENGAL,Barddhaman,Santal,Christian,"4,107","2,034","2,073","3,484","1,705","1,779",623,329,294
"2,001",WEST BENGAL,Barddhaman,Santal,Sikh,386,204,182,305,160,145,81,44,37
"2,001",WEST BENGAL,Barddhaman,Santal,Buddhist,17,10,7,16,9,7,1,1,0
"2,001",WEST BENGAL,Barddhaman,Santal,Jain,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Barddhaman,Santal,Other religions and persuasions,"41,823","20,851","20,972","36,964","18,441","18,523","4,859","2,410","2,449"
"2,001",WEST BENGAL,Barddhaman,Santal,Religion not stated,"1,996","1,003",993,"1,483",744,739,513,259,254
"2,001",WEST BENGAL,Barddhaman,Sauria Paharia,All religions,14,10,4,1,1,0,13,9,4
"2,001",WEST BENGAL,Barddhaman,Sauria Paharia,Hindu,14,10,4,1,1,0,13,9,4
"2,001",WEST BENGAL,Barddhaman,Savar,All religions,527,275,252,474,241,233,53,34,19
"2,001",WEST BENGAL,Barddhaman,Savar,Hindu,524,272,252,474,241,233,50,31,19
"2,001",WEST BENGAL,Barddhaman,Savar,Christian,3,3,0,0,0,0,3,3,0
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,All religions,"10,718","5,438","5,280","6,644","3,300","3,344","4,074","2,138","1,936"
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Hindu,"9,378","4,764","4,614","5,642","2,798","2,844","3,736","1,966","1,770"
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Muslim,63,31,32,30,13,17,33,18,15
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Christian,360,182,178,259,128,131,101,54,47
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Sikh,17,11,6,10,6,4,7,5,2
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Buddhist,10,5,5,2,1,1,8,4,4
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Other religions and persuasions,788,397,391,621,315,306,167,82,85
"2,001",WEST BENGAL,Barddhaman,Generic Tribes etc.,Religion not stated,102,48,54,80,39,41,22,9,13
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,All religions,"113,891","57,475","56,416","101,911","51,486","50,425","11,980","5,989","5,991"
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Hindu,"106,650","53,826","52,824","96,831","48,891","47,940","9,819","4,935","4,884"
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Muslim,174,90,84,168,88,80,6,2,4
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Christian,"1,180",559,621,955,461,494,225,98,127
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Sikh,14,8,6,14,8,6,0,0,0
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Buddhist,164,81,83,9,5,4,155,76,79
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Other religions and persuasions,"5,622","2,867","2,755","3,866","1,996","1,870","1,756",871,885
"2,001",WEST BENGAL,Nadia,All Scheduled Tribes,Religion not stated,87,44,43,68,37,31,19,7,12
"2,001",WEST BENGAL,Nadia,Baiga,All religions,29,14,15,23,10,13,6,4,2
"2,001",WEST BENGAL,Nadia,Baiga,Hindu,29,14,15,23,10,13,6,4,2
"2,001",WEST BENGAL,Nadia,Bedia etc.,All religions,"2,666","1,366","1,300","2,566","1,323","1,243",100,43,57
"2,001",WEST BENGAL,Nadia,Bedia etc.,Hindu,"2,660","1,362","1,298","2,561","1,320","1,241",99,42,57
"2,001",WEST BENGAL,Nadia,Bedia etc.,Muslim,2,2,0,1,1,0,1,1,0
"2,001",WEST BENGAL,Nadia,Bedia etc.,Christian,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Nadia,Bhumij,All religions,"25,596","12,977","12,619","23,300","11,841","11,459","2,296","1,136","1,160"
"2,001",WEST BENGAL,Nadia,Bhumij,Hindu,"25,512","12,936","12,576","23,217","11,800","11,417","2,295","1,136","1,159"
"2,001",WEST BENGAL,Nadia,Bhumij,Muslim,16,8,8,15,8,7,1,0,1
"2,001",WEST BENGAL,Nadia,Bhumij,Christian,54,26,28,54,26,28,0,0,0
"2,001",WEST BENGAL,Nadia,Bhumij,Sikh,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Nadia,Bhumij,Other religions and persuasions,3,1,2,3,1,2,0,0,0
"2,001",WEST BENGAL,Nadia,Bhumij,Religion not stated,10,6,4,10,6,4,0,0,0
"2,001",WEST BENGAL,Nadia,Bhutia etc.,All religions,56,28,28,48,23,25,8,5,3
"2,001",WEST BENGAL,Nadia,Bhutia etc.,Hindu,49,24,25,42,20,22,7,4,3
"2,001",WEST BENGAL,Nadia,Bhutia etc.,Sikh,4,2,2,4,2,2,0,0,0
"2,001",WEST BENGAL,Nadia,Bhutia etc.,Buddhist,3,2,1,2,1,1,1,1,0
"2,001",WEST BENGAL,Nadia,Chakma,All religions,28,15,13,5,4,1,23,11,12
"2,001",WEST BENGAL,Nadia,Chakma,Hindu,27,14,13,5,4,1,22,10,12
"2,001",WEST BENGAL,Nadia,Chakma,Christian,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Nadia,Chero,All religions,104,56,48,82,46,36,22,10,12
"2,001",WEST BENGAL,Nadia,Chero,Hindu,104,56,48,82,46,36,22,10,12
"2,001",WEST BENGAL,Nadia,Chik Baraik,All religions,"1,098",544,554,"1,095",542,553,3,2,1
"2,001",WEST BENGAL,Nadia,Chik Baraik,Hindu,"1,098",544,554,"1,095",542,553,3,2,1
"2,001",WEST BENGAL,Nadia,Garo,All religions,8,3,5,7,3,4,1,0,1
"2,001",WEST BENGAL,Nadia,Garo,Hindu,5,2,3,5,2,3,0,0,0
"2,001",WEST BENGAL,Nadia,Garo,Christian,3,1,2,2,1,1,1,0,1
"2,001",WEST BENGAL,Nadia,Gond,All religions,67,37,30,15,9,6,52,28,24
"2,001",WEST BENGAL,Nadia,Gond,Hindu,67,37,30,15,9,6,52,28,24
"2,001",WEST BENGAL,Nadia,Gorait,All religions,5,3,2,3,2,1,2,1,1
"2,001",WEST BENGAL,Nadia,Gorait,Hindu,5,3,2,3,2,1,2,1,1
"2,001",WEST BENGAL,Nadia,Ho,All religions,363,182,181,265,138,127,98,44,54
"2,001",WEST BENGAL,Nadia,Ho,Hindu,363,182,181,265,138,127,98,44,54
"2,001",WEST BENGAL,Nadia,Karmali,All religions,130,67,63,115,61,54,15,6,9
"2,001",WEST BENGAL,Nadia,Karmali,Hindu,130,67,63,115,61,54,15,6,9
"2,001",WEST BENGAL,Nadia,Kharwar,All religions,"1,676",827,849,"1,165",576,589,511,251,260
"2,001",WEST BENGAL,Nadia,Kharwar,Hindu,"1,675",827,848,"1,165",576,589,510,251,259
"2,001",WEST BENGAL,Nadia,Kharwar,Muslim,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,Nadia,Khond,All religions,138,73,65,138,73,65,0,0,0
"2,001",WEST BENGAL,Nadia,Khond,Hindu,138,73,65,138,73,65,0,0,0
"2,001",WEST BENGAL,Nadia,Kisan,All religions,896,461,435,5,3,2,891,458,433
"2,001",WEST BENGAL,Nadia,Kisan,Hindu,895,460,435,5,3,2,890,457,433
"2,001",WEST BENGAL,Nadia,Kisan,Christian,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,Nadia,Kora,All religions,385,194,191,354,183,171,31,11,20
"2,001",WEST BENGAL,Nadia,Kora,Hindu,375,191,184,344,180,164,31,11,20
"2,001",WEST BENGAL,Nadia,Kora,Christian,9,3,6,9,3,6,0,0,0
"2,001",WEST BENGAL,Nadia,Kora,Other religions and persuasions,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Nadia,Korwa,All religions,87,42,45,86,42,44,1,0,1
"2,001",WEST BENGAL,Nadia,Korwa,Hindu,87,42,45,86,42,44,1,0,1
"2,001",WEST BENGAL,Nadia,Lepcha,All religions,6,2,4,2,0,2,4,2,2
"2,001",WEST BENGAL,Nadia,Lepcha,Hindu,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,Nadia,Lepcha,Christian,2,0,2,2,0,2,0,0,0
"2,001",WEST BENGAL,Nadia,Lodha etc.,All religions,"1,410",698,712,"1,044",513,531,366,185,181
"2,001",WEST BENGAL,Nadia,Lodha etc.,Hindu,"1,394",692,702,"1,028",507,521,366,185,181
"2,001",WEST BENGAL,Nadia,Lodha etc.,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Nadia,Lodha etc.,Christian,15,5,10,15,5,10,0,0,0
"2,001",WEST BENGAL,Nadia,Lohara etc.,All religions,676,343,333,651,332,319,25,11,14
"2,001",WEST BENGAL,Nadia,Lohara etc.,Hindu,675,342,333,650,331,319,25,11,14
"2,001",WEST BENGAL,Nadia,Lohara etc.,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Nadia,Magh,All religions,180,83,97,10,3,7,170,80,90
"2,001",WEST BENGAL,Nadia,Magh,Hindu,22,6,16,6,1,5,16,5,11
"2,001",WEST BENGAL,Nadia,Magh,Sikh,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Nadia,Magh,Buddhist,156,76,80,2,1,1,154,75,79
"2,001",WEST BENGAL,Nadia,Mahali,All religions,"2,313","1,166","1,147","2,185","1,101","1,084",128,65,63
"2,001",WEST BENGAL,Nadia,Mahali,Hindu,"2,313","1,166","1,147","2,185","1,101","1,084",128,65,63
"2,001",WEST BENGAL,Nadia,Mahli,All religions,64,37,27,58,34,24,6,3,3
"2,001",WEST BENGAL,Nadia,Mahli,Hindu,64,37,27,58,34,24,6,3,3
"2,001",WEST BENGAL,Nadia,Mal Pahariya,All religions,"8,726","4,342","4,384","8,321","4,146","4,175",405,196,209
"2,001",WEST BENGAL,Nadia,Mal Pahariya,Hindu,"8,350","4,155","4,195","7,947","3,960","3,987",403,195,208
"2,001",WEST BENGAL,Nadia,Mal Pahariya,Muslim,47,19,28,45,18,27,2,1,1
"2,001",WEST BENGAL,Nadia,Mal Pahariya,Christian,253,126,127,253,126,127,0,0,0
"2,001",WEST BENGAL,Nadia,Mal Pahariya,Other religions and persuasions,70,37,33,70,37,33,0,0,0
"2,001",WEST BENGAL,Nadia,Mal Pahariya,Religion not stated,6,5,1,6,5,1,0,0,0
"2,001",WEST BENGAL,Nadia,Mech,All religions,6,5,1,0,0,0,6,5,1
"2,001",WEST BENGAL,Nadia,Mech,Hindu,6,5,1,0,0,0,6,5,1
"2,001",WEST BENGAL,Nadia,Mru,All religions,6,2,4,6,2,4,0,0,0
"2,001",WEST BENGAL,Nadia,Mru,Hindu,6,2,4,6,2,4,0,0,0
"2,001",WEST BENGAL,Nadia,Munda,All religions,"19,589","9,780","9,809","19,082","9,514","9,568",507,266,241
"2,001",WEST BENGAL,Nadia,Munda,Hindu,"19,146","9,557","9,589","18,672","9,304","9,368",474,253,221
"2,001",WEST BENGAL,Nadia,Munda,Muslim,14,6,8,14,6,8,0,0,0
"2,001",WEST BENGAL,Nadia,Munda,Christian,124,54,70,93,42,51,31,12,19
"2,001",WEST BENGAL,Nadia,Munda,Sikh,4,3,1,4,3,1,0,0,0
"2,001",WEST BENGAL,Nadia,Munda,Buddhist,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Nadia,Munda,Other religions and persuasions,299,159,140,297,158,139,2,1,1
"2,001",WEST BENGAL,Nadia,Munda,Religion not stated,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,Nadia,Nagesia,All religions,26,13,13,26,13,13,0,0,0
"2,001",WEST BENGAL,Nadia,Nagesia,Hindu,26,13,13,26,13,13,0,0,0
"2,001",WEST BENGAL,Nadia,Oraon,All religions,"26,155","13,238","12,917","25,354","12,848","12,506",801,390,411
"2,001",WEST BENGAL,Nadia,Oraon,Hindu,"22,938","11,590","11,348","22,185","11,214","10,971",753,376,377
"2,001",WEST BENGAL,Nadia,Oraon,Muslim,33,19,14,33,19,14,0,0,0
"2,001",WEST BENGAL,Nadia,Oraon,Christian,273,127,146,228,114,114,45,13,32
"2,001",WEST BENGAL,Nadia,Oraon,Sikh,2,1,1,2,1,1,0,0,0
"2,001",WEST BENGAL,Nadia,Oraon,Buddhist,2,0,2,2,0,2,0,0,0
"2,001",WEST BENGAL,Nadia,Oraon,Other religions and persuasions,"2,875","1,485","1,390","2,872","1,484","1,388",3,1,2
"2,001",WEST BENGAL,Nadia,Oraon,Religion not stated,32,16,16,32,16,16,0,0,0
"2,001",WEST BENGAL,Nadia,Parhaiya,All religions,129,70,59,126,69,57,3,1,2
"2,001",WEST BENGAL,Nadia,Parhaiya,Hindu,129,70,59,126,69,57,3,1,2
"2,001",WEST BENGAL,Nadia,Rabha,All religions,13,6,7,6,2,4,7,4,3
"2,001",WEST BENGAL,Nadia,Rabha,Hindu,13,6,7,6,2,4,7,4,3
"2,001",WEST BENGAL,Nadia,Santal,All religions,"15,578","7,914","7,664","11,035","5,626","5,409","4,543","2,288","2,255"
"2,001",WEST BENGAL,Nadia,Santal,Hindu,"12,780","6,517","6,263","10,131","5,167","4,964","2,649","1,350","1,299"
"2,001",WEST BENGAL,Nadia,Santal,Muslim,21,17,4,21,17,4,0,0,0
"2,001",WEST BENGAL,Nadia,Santal,Christian,375,183,192,240,115,125,135,68,67
"2,001",WEST BENGAL,Nadia,Santal,Sikh,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,Nadia,Santal,Other religions and persuasions,"2,373","1,184","1,189",623,316,307,"1,750",868,882
"2,001",WEST BENGAL,Nadia,Santal,Religion not stated,28,12,16,19,10,9,9,2,7
"2,001",WEST BENGAL,Nadia,Sauria Paharia,All religions,163,84,79,155,82,73,8,2,6
"2,001",WEST BENGAL,Nadia,Sauria Paharia,Hindu,163,84,79,155,82,73,8,2,6
"2,001",WEST BENGAL,Nadia,Savar,All religions,187,103,84,35,21,14,152,82,70
"2,001",WEST BENGAL,Nadia,Savar,Hindu,177,98,79,35,21,14,142,77,65
"2,001",WEST BENGAL,Nadia,Savar,Religion not stated,10,5,5,0,0,0,10,5,5
"2,001",WEST BENGAL,Nadia,Generic Tribes etc.,All religions,"5,332","2,700","2,632","4,543","2,301","2,242",789,399,390
"2,001",WEST BENGAL,Nadia,Generic Tribes etc.,Hindu,"5,225","2,650","2,575","4,449","2,255","2,194",776,395,381
"2,001",WEST BENGAL,Nadia,Generic Tribes etc.,Muslim,38,17,21,37,17,20,1,0,1
"2,001",WEST BENGAL,Nadia,Generic Tribes etc.,Christian,66,30,36,55,27,28,11,3,8
"2,001",WEST BENGAL,Nadia,Generic Tribes etc.,Buddhist,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,Nadia,Generic Tribes etc.,Other religions and persuasions,1,1,0,0,0,0,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,All religions,"198,936","101,488","97,448","168,686","85,826","82,860","30,250","15,662","14,588"
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Hindu,"190,988","97,265","93,723","165,025","83,810","81,215","25,963","13,455","12,508"
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Muslim,830,430,400,646,336,310,184,94,90
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Christian,"2,033","1,100",933,767,454,313,"1,266",646,620
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Sikh,22,11,11,5,2,3,17,9,8
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Buddhist,"3,055","1,634","1,421",776,472,304,"2,279","1,162","1,117"
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Jain,12,8,4,3,2,1,9,6,3
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Other religions and persuasions,"1,778",924,854,"1,381",713,668,397,211,186
"2,001",WEST BENGAL,North Twenty Four Parganas,All Scheduled Tribes,Religion not stated,218,116,102,83,37,46,135,79,56
"2,001",WEST BENGAL,North Twenty Four Parganas,Asur,All religions,36,25,11,26,19,7,10,6,4
"2,001",WEST BENGAL,North Twenty Four Parganas,Asur,Hindu,36,25,11,26,19,7,10,6,4
"2,001",WEST BENGAL,North Twenty Four Parganas,Baiga,All religions,44,22,22,14,7,7,30,15,15
"2,001",WEST BENGAL,North Twenty Four Parganas,Baiga,Hindu,40,20,20,14,7,7,26,13,13
"2,001",WEST BENGAL,North Twenty Four Parganas,Baiga,Christian,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Bedia etc.,All religions,"23,643","11,971","11,672","23,262","11,767","11,495",381,204,177
"2,001",WEST BENGAL,North Twenty Four Parganas,Bedia etc.,Hindu,"23,438","11,874","11,564","23,058","11,671","11,387",380,203,177
"2,001",WEST BENGAL,North Twenty Four Parganas,Bedia etc.,Muslim,190,91,99,189,90,99,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Bedia etc.,Christian,6,2,4,6,2,4,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Bedia etc.,Other religions and persuasions,9,4,5,9,4,5,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhumij,All religions,"34,387","17,513","16,874","32,938","16,775","16,163","1,449",738,711
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhumij,Hindu,"34,276","17,450","16,826","32,841","16,721","16,120","1,435",729,706
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhumij,Muslim,72,46,26,63,40,23,9,6,3
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhumij,Sikh,6,4,2,1,1,0,5,3,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhumij,Religion not stated,33,13,20,33,13,20,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhutia etc.,All religions,74,44,30,20,8,12,54,36,18
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhutia etc.,Hindu,33,20,13,15,6,9,18,14,4
"2,001",WEST BENGAL,North Twenty Four Parganas,Bhutia etc.,Buddhist,41,24,17,5,2,3,36,22,14
"2,001",WEST BENGAL,North Twenty Four Parganas,Birhor,All religions,64,36,28,20,9,11,44,27,17
"2,001",WEST BENGAL,North Twenty Four Parganas,Birhor,Hindu,61,34,27,19,8,11,42,26,16
"2,001",WEST BENGAL,North Twenty Four Parganas,Birhor,Christian,3,2,1,1,1,0,2,1,1
"2,001",WEST BENGAL,North Twenty Four Parganas,Birjia,All religions,52,26,26,31,14,17,21,12,9
"2,001",WEST BENGAL,North Twenty Four Parganas,Birjia,Hindu,52,26,26,31,14,17,21,12,9
"2,001",WEST BENGAL,North Twenty Four Parganas,Chakma,All religions,386,267,119,353,252,101,33,15,18
"2,001",WEST BENGAL,North Twenty Four Parganas,Chakma,Hindu,27,14,13,26,13,13,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Chakma,Muslim,2,2,0,2,2,0,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Chakma,Buddhist,356,250,106,324,236,88,32,14,18
"2,001",WEST BENGAL,North Twenty Four Parganas,Chakma,Religion not stated,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Chero,All religions,108,61,47,57,33,24,51,28,23
"2,001",WEST BENGAL,North Twenty Four Parganas,Chero,Hindu,108,61,47,57,33,24,51,28,23
"2,001",WEST BENGAL,North Twenty Four Parganas,Chik Baraik,All religions,190,90,100,91,41,50,99,49,50
"2,001",WEST BENGAL,North Twenty Four Parganas,Chik Baraik,Hindu,189,89,100,90,40,50,99,49,50
"2,001",WEST BENGAL,North Twenty Four Parganas,Chik Baraik,Christian,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Garo,All religions,52,33,19,33,23,10,19,10,9
"2,001",WEST BENGAL,North Twenty Four Parganas,Garo,Hindu,44,29,15,33,23,10,11,6,5
"2,001",WEST BENGAL,North Twenty Four Parganas,Garo,Muslim,8,4,4,0,0,0,8,4,4
"2,001",WEST BENGAL,North Twenty Four Parganas,Gond,All religions,"3,185","1,701","1,484","1,270",625,645,"1,915","1,076",839
"2,001",WEST BENGAL,North Twenty Four Parganas,Gond,Hindu,"3,168","1,696","1,472","1,270",625,645,"1,898","1,071",827
"2,001",WEST BENGAL,North Twenty Four Parganas,Gond,Muslim,11,4,7,0,0,0,11,4,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Gond,Other religions and persuasions,6,1,5,0,0,0,6,1,5
"2,001",WEST BENGAL,North Twenty Four Parganas,Gorait,All religions,8,3,5,1,1,0,7,2,5
"2,001",WEST BENGAL,North Twenty Four Parganas,Gorait,Hindu,8,3,5,1,1,0,7,2,5
"2,001",WEST BENGAL,North Twenty Four Parganas,Hajang,All religions,41,22,19,31,19,12,10,3,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Hajang,Hindu,41,22,19,31,19,12,10,3,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Ho,All religions,252,119,133,171,75,96,81,44,37
"2,001",WEST BENGAL,North Twenty Four Parganas,Ho,Hindu,251,119,132,170,75,95,81,44,37
"2,001",WEST BENGAL,North Twenty Four Parganas,Ho,Christian,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Karmali,All religions,61,31,30,41,22,19,20,9,11
"2,001",WEST BENGAL,North Twenty Four Parganas,Karmali,Hindu,57,29,28,41,22,19,16,7,9
"2,001",WEST BENGAL,North Twenty Four Parganas,Karmali,Muslim,4,2,2,0,0,0,4,2,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Kharwar,All religions,524,281,243,230,109,121,294,172,122
"2,001",WEST BENGAL,North Twenty Four Parganas,Kharwar,Hindu,511,275,236,222,106,116,289,169,120
"2,001",WEST BENGAL,North Twenty Four Parganas,Kharwar,Muslim,3,1,2,3,1,2,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Kharwar,Christian,7,4,3,2,1,1,5,3,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Kharwar,Other religions and persuasions,3,1,2,3,1,2,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Khond,All religions,6,5,1,5,4,1,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Khond,Hindu,6,5,1,5,4,1,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Kisan,All religions,485,259,226,391,204,187,94,55,39
"2,001",WEST BENGAL,North Twenty Four Parganas,Kisan,Hindu,470,250,220,377,196,181,93,54,39
"2,001",WEST BENGAL,North Twenty Four Parganas,Kisan,Muslim,1,1,0,1,1,0,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Kisan,Christian,14,8,6,13,7,6,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Kora,All religions,"4,182","2,157","2,025","3,699","1,906","1,793",483,251,232
"2,001",WEST BENGAL,North Twenty Four Parganas,Kora,Hindu,"4,161","2,146","2,015","3,689","1,901","1,788",472,245,227
"2,001",WEST BENGAL,North Twenty Four Parganas,Kora,Muslim,14,7,7,10,5,5,4,2,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Kora,Christian,6,4,2,0,0,0,6,4,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Kora,Sikh,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,North Twenty Four Parganas,Korwa,All religions,"1,289",659,630,991,515,476,298,144,154
"2,001",WEST BENGAL,North Twenty Four Parganas,Korwa,Hindu,"1,262",644,618,968,503,465,294,141,153
"2,001",WEST BENGAL,North Twenty Four Parganas,Korwa,Muslim,23,12,11,23,12,11,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Korwa,Buddhist,4,3,1,0,0,0,4,3,1
"2,001",WEST BENGAL,North Twenty Four Parganas,Lepcha,All religions,36,19,17,4,4,0,32,15,17
"2,001",WEST BENGAL,North Twenty Four Parganas,Lepcha,Hindu,16,9,7,1,1,0,15,8,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Lepcha,Christian,6,4,2,3,3,0,3,1,2
"2,001",WEST BENGAL,North Twenty Four Parganas,Lepcha,Buddhist,14,6,8,0,0,0,14,6,8
"2,001",WEST BENGAL,North Twenty Four Parganas,Lodha etc.,All religions,"1,131",566,565,"1,015",506,509,116,60,56
"2,001",WEST BENGAL,North Twenty Four Parganas,Lodha etc.,Hindu,"1,080",535,545,995,491,504,85,44,41
"2,001",WEST BENGAL,North Twenty Four Parganas,Lodha etc.,Muslim,9,5,4,9,5,4,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Lodha etc.,Christian,41,26,15,10,10,0,31,16,15
"2,001",WEST BENGAL,North Twenty Four Parganas,Lodha etc.,Jain,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Lohara etc.,All religions,"1,256",619,637,"1,155",562,593,101,57,44
"2,001",WEST BENGAL,North Twenty Four Parganas,Lohara etc.,Hindu,"1,256",619,637,"1,155",562,593,101,57,44
"2,001",WEST BENGAL,North Twenty Four Parganas,Magh,All religions,"2,729","1,391","1,338",501,263,238,"2,228","1,128","1,100"
"2,001",WEST BENGAL,North Twenty Four Parganas,Magh,Hindu,231,113,118,93,49,44,138,64,74
"2,001",WEST BENGAL,North Twenty Four Parganas,Magh,Muslim,11,4,7,1,1,0,10,3,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Magh,Christian,1,0,1,1,0,1,0,0,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Magh,Buddhist,"2,482","1,270","1,212",405,212,193,"2,077","1,058","1,019"
"2,001",WEST BENGAL,North Twenty Four Parganas,Magh,Jain,4,4,0,1,1,0,3,3,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahali,All religions,"7,127","3,636","3,491","5,848","2,986","2,862","1,279",650,629
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahali,Hindu,"7,118","3,629","3,489","5,844","2,982","2,862","1,274",647,627
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahali,Muslim,4,4,0,3,3,0,1,1,0
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahali,Christian,4,3,1,1,1,0,3,2,1
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahali,Religion not stated,1,0,1,0,0,0,1,0,1
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahli,All religions,67,39,28,55,30,25,12,9,3
"2,001",WEST BENGAL,North Twenty Four Parganas,Mahli,Hindu,67,39,28,55,30,25,12,9,3
"2,001",WEST BENGAL,North Twenty Four Parganas,Mal Pahariya,All religions,99,59,40,79,46,33,20,13,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Mal Pahariya,Hindu,99,59,40,79,46,33,20,13,7
"2,001",WEST BENGAL,North Twenty Four Parganas,Mech,All religions,54,29,25,17,7,10,37,22,15
"2,001",WEST BENGAL,North Twenty Four Parganas,Mech,Hindu,37,19,18,17,7,10,20,12,8
"2,001",WEST BENGAL,North Twenty Four Parganas,Mech,Christian,17,10,7,0,0,0,17,10,7
